id,sepostulo
0,1
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,0
11,0
12,1
13,1
14,1
15,0
16,0
17,0
18,0
19,0
20,1
21,0
22,0
23,1
24,1
25,1
26,1
27,0
28,0
29,1
30,0
31,0
32,1
33,1
34,0
35,0
36,0
37,0
38,0
39,1
40,0
41,1
42,0
43,1
44,0
45,1
46,0
47,0
48,0
49,1
50,0
51,0
52,1
53,0
54,0
55,0
56,1
57,0
58,0
59,1
60,0
61,0
62,1
63,0
64,0
65,0
66,1
67,0
68,0
69,1
70,1
71,0
72,0
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,1
87,0
88,0
89,0
90,1
91,1
92,0
93,1
94,1
95,1
96,0
97,0
98,0
99,0
100,1
101,0
102,0
103,0
104,0
105,0
106,0
107,1
108,0
109,1
110,1
111,0
112,0
113,1
114,0
115,0
116,1
117,1
118,0
119,0
120,0
121,0
122,1
123,0
124,1
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,1
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,1
153,0
154,0
155,1
156,0
157,0
158,0
159,0
160,0
161,1
162,1
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,1
176,0
177,0
178,0
179,0
180,1
181,1
182,0
183,1
184,0
185,1
186,0
187,0
188,0
189,0
190,1
191,0
192,0
193,1
194,0
195,0
196,0
197,1
198,0
199,0
200,0
201,0
202,1
203,1
204,0
205,0
206,1
207,0
208,1
209,0
210,0
211,1
212,1
213,0
214,1
215,0
216,1
217,0
218,0
219,1
220,0
221,1
222,0
223,0
224,1
225,0
226,1
227,0
228,0
229,1
230,1
231,1
232,1
233,1
234,0
235,0
236,0
237,0
238,1
239,0
240,0
241,1
242,0
243,1
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,1
254,1
255,1
256,0
257,0
258,0
259,0
260,1
261,1
262,0
263,0
264,0
265,1
266,0
267,0
268,0
269,0
270,1
271,1
272,0
273,1
274,0
275,0
276,0
277,1
278,1
279,0
280,1
281,0
282,0
283,0
284,1
285,0
286,1
287,0
288,1
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,1
299,1
300,0
301,1
302,0
303,0
304,0
305,0
306,1
307,0
308,1
309,0
310,0
311,0
312,0
313,0
314,1
315,1
316,0
317,0
318,1
319,1
320,1
321,1
322,1
323,0
324,1
325,1
326,0
327,1
328,0
329,0
330,1
331,1
332,1
333,0
334,0
335,0
336,0
337,0
338,1
339,0
340,1
341,0
342,0
343,0
344,0
345,1
346,0
347,0
348,0
349,0
350,1
351,1
352,0
353,1
354,0
355,1
356,0
357,0
358,0
359,1
360,1
361,0
362,0
363,1
364,0
365,0
366,0
367,0
368,0
369,1
370,0
371,1
372,0
373,0
374,0
375,0
376,1
377,0
378,0
379,1
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,1
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,1
400,0
401,0
402,0
403,0
404,1
405,1
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,1
414,1
415,0
416,0
417,0
418,0
419,0
420,1
421,0
422,0
423,1
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,1
436,0
437,0
438,0
439,0
440,1
441,0
442,1
443,0
444,0
445,0
446,1
447,0
448,1
449,1
450,1
451,0
452,1
453,0
454,0
455,0
456,0
457,0
458,1
459,1
460,1
461,1
462,0
463,0
464,1
465,0
466,1
467,0
468,1
469,1
470,0
471,0
472,1
473,0
474,1
475,0
476,0
477,1
478,0
479,1
480,0
481,1
482,0
483,0
484,1
485,0
486,0
487,1
488,0
489,1
490,0
491,0
492,1
493,0
494,0
495,0
496,0
497,0
498,1
499,0
500,0
501,0
502,0
503,1
504,1
505,0
506,0
507,1
508,0
509,0
510,1
511,1
512,0
513,0
514,0
515,1
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,1
526,1
527,0
528,0
529,0
530,0
531,1
532,0
533,0
534,0
535,1
536,1
537,0
538,1
539,0
540,0
541,0
542,0
543,1
544,0
545,0
546,1
547,1
548,0
549,0
550,1
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,1
560,0
561,0
562,0
563,0
564,1
565,0
566,1
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,1
583,0
584,0
585,1
586,0
587,0
588,0
589,0
590,0
591,1
592,1
593,0
594,1
595,1
596,1
597,0
598,1
599,1
600,0
601,0
602,0
603,1
604,1
605,0
606,1
607,0
608,0
609,1
610,1
611,0
612,0
613,0
614,0
615,1
616,0
617,0
618,0
619,1
620,0
621,0
622,0
623,0
624,1
625,0
626,0
627,0
628,0
629,1
630,1
631,0
632,0
633,0
634,0
635,0
636,0
637,1
638,1
639,1
640,0
641,0
642,0
643,0
644,1
645,0
646,0
647,1
648,1
649,0
650,0
651,0
652,1
653,0
654,0
655,0
656,0
657,1
658,0
659,1
660,0
661,1
662,1
663,1
664,0
665,1
666,1
667,0
668,0
669,0
670,1
671,0
672,0
673,0
674,1
675,0
676,0
677,0
678,1
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,1
701,0
702,0
703,0
704,1
705,0
706,0
707,0
708,0
709,0
710,1
711,0
712,1
713,1
714,0
715,0
716,1
717,1
718,1
719,1
720,1
721,0
722,1
723,1
724,1
725,0
726,1
727,1
728,0
729,0
730,1
731,0
732,1
733,0
734,0
735,0
736,0
737,1
738,0
739,0
740,0
741,0
742,0
743,1
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,1
752,1
753,1
754,0
755,1
756,1
757,0
758,0
759,0
760,0
761,1
762,0
763,0
764,0
765,1
766,1
767,0
768,1
769,1
770,0
771,0
772,1
773,0
774,0
775,0
776,0
777,1
778,0
779,0
780,0
781,0
782,0
783,1
784,0
785,1
786,0
787,0
788,0
789,0
790,0
791,0
792,1
793,0
794,0
795,0
796,0
797,0
798,0
799,1
800,1
801,1
802,1
803,0
804,0
805,0
806,1
807,0
808,1
809,1
810,0
811,0
812,0
813,1
814,0
815,0
816,0
817,1
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,1
835,1
836,0
837,1
838,0
839,0
840,0
841,1
842,0
843,0
844,0
845,1
846,1
847,0
848,1
849,0
850,1
851,0
852,1
853,1
854,1
855,0
856,1
857,0
858,1
859,1
860,0
861,0
862,0
863,1
864,1
865,1
866,0
867,0
868,1
869,1
870,0
871,0
872,1
873,1
874,1
875,1
876,0
877,1
878,1
879,1
880,1
881,0
882,0
883,1
884,0
885,0
886,1
887,1
888,1
889,0
890,0
891,1
892,0
893,0
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,0
909,1
910,0
911,1
912,0
913,1
914,1
915,1
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,1
928,0
929,1
930,1
931,1
932,0
933,1
934,0
935,1
936,0
937,0
938,1
939,0
940,1
941,1
942,1
943,0
944,0
945,1
946,0
947,0
948,1
949,0
950,0
951,0
952,0
953,1
954,0
955,0
956,1
957,0
958,0
959,1
960,1
961,0
962,1
963,0
964,1
965,0
966,0
967,1
968,1
969,1
970,1
971,0
972,0
973,1
974,0
975,0
976,0
977,1
978,0
979,0
980,0
981,0
982,1
983,0
984,1
985,1
986,1
987,0
988,0
989,0
990,1
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,1
999,0
1000,0
1001,0
1002,1
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,1
1014,0
1015,1
1016,1
1017,0
1018,0
1019,0
1020,0
1021,1
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,1
1029,0
1030,0
1031,1
1032,0
1033,0
1034,0
1035,1
1036,0
1037,0
1038,0
1039,0
1040,1
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,1
1048,0
1049,1
1050,0
1051,0
1052,1
1053,0
1054,1
1055,0
1056,0
1057,0
1058,0
1059,1
1060,0
1061,1
1062,0
1063,0
1064,0
1065,1
1066,0
1067,0
1068,1
1069,1
1070,0
1071,0
1072,0
1073,1
1074,0
1075,1
1076,1
1077,0
1078,1
1079,0
1080,1
1081,0
1082,1
1083,0
1084,1
1085,1
1086,0
1087,0
1088,1
1089,1
1090,0
1091,1
1092,0
1093,1
1094,1
1095,0
1096,1
1097,0
1098,1
1099,0
1100,1
1101,1
1102,1
1103,1
1104,0
1105,1
1106,0
1107,1
1108,0
1109,1
1110,0
1111,1
1112,1
1113,0
1114,1
1115,1
1116,0
1117,1
1118,1
1119,1
1120,0
1121,0
1122,1
1123,1
1124,0
1125,1
1126,1
1127,0
1128,0
1129,0
1130,0
1131,1
1132,0
1133,1
1134,1
1135,1
1136,0
1137,0
1138,0
1139,1
1140,0
1141,1
1142,1
1143,1
1144,0
1145,1
1146,1
1147,1
1148,0
1149,0
1150,1
1151,0
1152,1
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,1
1161,1
1162,1
1163,1
1164,0
1165,0
1166,1
1167,1
1168,0
1169,0
1170,1
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,1
1178,1
1179,0
1180,0
1181,0
1182,1
1183,0
1184,1
1185,1
1186,1
1187,0
1188,1
1189,0
1190,0
1191,1
1192,0
1193,0
1194,0
1195,1
1196,1
1197,0
1198,1
1199,1
1200,0
1201,1
1202,1
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,1
1212,0
1213,0
1214,0
1215,1
1216,1
1217,1
1218,1
1219,0
1220,1
1221,1
1222,0
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
